Name,Brand,SKU,Barcode,Category,CurrentStock,Unit,CostPrice,SellingPrice,ExpiryDate,Aisle,TempZone
Country Style Tandoori Smoked Fresh Chicken Curry Cut 1kg,Ganga Goods,MEAT-001019,890100787071,Meat & Seafood,221,kg,361.99,631.66,2026-09-02,Aisle 04,chilled
Sun-Dried Jalapeno Lime Pink Himalayan Salt 6-Pack,Satvik Mills,PANT-001020,890100787072,Pantry & Dry Goods,153,box,285.67,463.80,2027-08-15,Aisle 08,ambient
Golden Shampoo Anti-Dandruff 350g,Pure Vedic Kitchens,HOUS-001021,890100787073,Household & Personal Care,175,bottle,480.45,878.89,2026-08-27,Aisle 12,ambient
Roasted Kesar Pista Roasted Makhana Foxnuts 300g,Organic Tattva Co.,SNAC-001022,890100787074,Snacks & Confectionery,17,bar,403.08,728.83,2026-08-27,Aisle 09,ambient
Spiced Dark Chocolate Chicken Sausages 150g,Patanjali Mills,MEAT-001023,890100787075,Meat & Seafood,126,kg,537.46,887.56,2026-08-30,Aisle 04,chilled
Spiced Smoked Paprika Brioche Burger Buns 250g,SunBrite Naturals,BAKE-001024,890100787076,Bakery & Deli,201,box,70.37,89.35,2026-09-05,Aisle 04,chilled
Royal Truffle Infused Filter Coffee Beans 250g,Deccan Dairy,BEVE-001025,890100787077,Beverages,5,bag,347.56,610.56,2027-02-19,Aisle 05,chilled
Country Style Pista Almond Moong Dal Washed 12-Pack,Patanjali Foods,PANT-001026,890100787078,Pantry & Dry Goods,90,jar,96.21,128.75,2027-04-02,Aisle 07,ambient
Desi Masala Chai Bagel Plain 4pk 250g,Mother Dairy Milling,BAKE-001027,890100787079,Bakery & Deli,184,pcs,95.50,165.96,2026-09-07,Aisle 04,chilled
Traditional Iced Lemon Tea 200g,Nature Harvest Plantations,BEVE-001028,890100787080,Beverages,182,pack,282.40,424.00,2027-04-07,Aisle 05,ambient
Gourmet Masala Chai Desi Cow Ghee 10kg,Fortune Springs,DAIR-001029,890100787081,Dairy & Eggs,24,packet,430.35,728.15,2026-09-14,Aisle 03,chilled
Spiced Desi Cow Ghee 750ml,Amul Milling,DAIR-001030,890100787082,Dairy & Eggs,173,bottle,43.87,65.56,2026-09-10,Aisle 03,chilled
Extra-Virgin Tulsi Honey Chicken Sausages Snack Pack,Pashmina Springs,MEAT-001031,890100787083,Meat & Seafood,148,pack,377.12,579.41,2026-09-02,Aisle 04,chilled
Sun-Dried Kesar Pista Bamboo Toothbrush 2pk 24-Pack,SunBrite Mills,HOUS-001032,890100787084,Household & Personal Care,85,packet,495.53,763.63,2026-08-28,Aisle 12,ambient
Premium Cinnamon Spice Mosquito Vaporizer Refill 500ml,FarmGold Organics,HOUS-001033,890100787085,Household & Personal Care,108,pack,423.64,636.22,2028-09-17,Aisle 11,ambient
Signature Jalapeno Lime Pomfret Whole 200g,Heritage Plantations,MEAT-001034,890100787086,Meat & Seafood,237,pack,899.69,1158.37,2026-09-03,Aisle 04,chilled
Farm-Fresh Avocados 5L,Organic Tattva Agro,FRES-001035,890100787087,Fresh Produce,151,pack,24.75,32.96,2026-09-07,Aisle 01,ambient
Low-Sodium Kaju Katli Sweet Box 2L,Desi Organics Co.,SNAC-001036,890100787088,Snacks & Confectionery,7,bar,197.46,350.05,2027-05-13,Aisle 09,ambient
Desi Crab Meat Fresh 5kg,Royal Indian Springs,MEAT-001037,890100787089,Meat & Seafood,245,pack,638.96,1070.52,2026-09-03,Aisle 04,chilled
Traditional Chicken Frankfurters 1.5L,Amul Provisions,BAKE-001038,890100787090,Bakery & Deli,223,pcs,36.40,50.71,2026-09-09,Aisle 03,ambient
Spiced Dark Chocolate Chicken Keema 500g,Pashmina Dairy,MEAT-001039,890100787091,Meat & Seafood,210,pcs,360.69,600.89,2026-08-31,Aisle 04,chilled
Sweet Jalapeno Lime Chicken Frankfurters 6-Pack,Ganga Farms,BAKE-001040,890100787092,Bakery & Deli,92,pack,314.78,467.77,2026-08-29,Aisle 04,chilled
Sweet Cold-Pressed Groundnut Oil 10kg,Desi Organics Agro,PANT-001041,890100787093,Pantry & Dry Goods,106,can,545.25,805.41,2028-01-22,Aisle 07,ambient
Gourmet Rose Infused Fruit Muffins 24-Pack,Satvik Goods,BAKE-001042,890100787094,Bakery & Deli,67,box,196.59,344.95,2026-09-10,Aisle 03,ambient
Aged Pista Almond Sparkling Mineral Water 250ml,Pure Vedic Milling,BEVE-001043,890100787095,Beverages,132,box,148.96,213.94,2026-10-15,Aisle 06,chilled
Country Style Veg Spring Rolls 5L,Dabur Organics,FROZ-001044,890100787096,Frozen Foods,83,tub,281.47,420.59,2027-02-10,Aisle 09,frozen
Raw Dark Chocolate Coconut Milk Canned 400g,Tata Naturals,PANT-001045,890100787097,Pantry & Dry Goods,219,can,372.55,560.92,2027-06-26,Aisle 08,ambient
Valley Fresh Aloo Tikki 8-Pack 2-Pack,Fortune Agro,FROZ-001046,890100787098,Frozen Foods,104,pack,416.11,625.67,2026-08-25,Aisle 09,frozen
Free-Range Gulab Jamun Tin 2kg,Nilgiri Co.,SNAC-001047,890100787099,Snacks & Confectionery,219,bar,20.89,36.43,2027-04-16,Aisle 10,ambient
Authentic Alphonso Mango Mishri Mawa 8-Pack,Patanjali Mills,DAIR-001048,890100787100,Dairy & Eggs,133,pack,387.71,537.70,2026-09-18,Aisle 03,chilled
Organic Jalapeno Lime Curd Tub (Dahi) 200ml,Vedic Fresh Co.,DAIR-001049,890100787101,Dairy & Eggs,119,pack,406.68,704.62,2026-09-19,Aisle 03,chilled
Extra-Virgin Carrots 5L,Satvik Plantations,FRES-001050,890100787102,Fresh Produce,6,bag,86.01,142.93,2026-09-06,Aisle 01,ambient
Low-Sodium Bath Tissue 6-Pack 6-Pack,Desi Organics Goods,HOUS-001051,890100787103,Household & Personal Care,106,tube,573.69,1054.60,2026-08-29,Aisle 11,ambient
Zero-Sugar Tonic Water Premium 750ml,Organic Tattva Agro,BEVE-001052,890100787104,Beverages,93,bottle,316.51,504.66,2027-03-04,Aisle 05,chilled
Valley Fresh Apple Cider Vinegar Drink 500g,Green Earth Botanicals,BEVE-001053,890100787105,Beverages,30,bag,100.92,137.69,2026-10-23,Aisle 05,ambient
Golden Biodegradable Garbage Bags 1.5L,SunBrite Botanicals,HOUS-001054,890100787106,Household & Personal Care,119,packet,293.06,464.24,2027-04-09,Aisle 12,ambient
Crisp Dark Chocolate Urad Dal Whole 150g,Himalayan Farms,PANT-001055,890100787107,Pantry & Dry Goods,152,bottle,451.92,671.16,2026-08-28,Aisle 07,ambient
Homestyle Veg Burger Patties 1kg,SunBrite Kitchens,FROZ-001056,890100787108,Frozen Foods,26,box,211.21,304.71,2027-02-20,Aisle 08,frozen
Sweet Organic Green Tea 24-Pack,Bhoomi Organics,BEVE-001057,890100787109,Beverages,160,carton,433.08,720.68,2026-08-30,Aisle 06,ambient
Plant-Based Cauliflower 2-Pack,Amul Organics,FRES-001058,890100787110,Fresh Produce,237,bag,62.11,80.90,2026-08-28,Aisle 01,chilled
Aged Stainless Steel Scrubber 3pk 1.5L,SunBrite Goods,HOUS-001059,890100787111,Household & Personal Care,56,tube,353.63,608.13,2027-10-12,Aisle 12,ambient
Country Style Jalapeno Lime Parmigiano-Reggiano 4-Pack,Tata Goods,DAIR-001060,890100787112,Dairy & Eggs,118,tub,296.12,526.24,2026-09-24,Aisle 03,chilled
Extra-Virgin Chicken Frankfurters 1.5L,Amul Agro,BAKE-001061,890100787113,Bakery & Deli,83,box,119.01,198.55,2026-09-04,Aisle 03,ambient
Artisan Ginger Root Family Pack,Nilgiri Organics,FRES-001062,890100787114,Fresh Produce,181,pack,99.13,143.46,2026-09-12,Aisle 01,chilled
Wildcrafted Organic Sharbati Atta 100g,Fortune Mills,PANT-001063,890100787115,Pantry & Dry Goods,28,jar,182.05,294.78,2028-05-17,Aisle 07,ambient
Extra-Virgin Spicy Peanut Chikki 6-Pack,Patanjali Springs,SNAC-001064,890100787116,Snacks & Confectionery,242,box,309.19,412.17,2027-01-15,Aisle 10,ambient
Smoked Kashmiri Saffron Chicken Keema 500ml,Mother Dairy Naturals,MEAT-001065,890100787117,Meat & Seafood,68,pcs,156.91,231.90,2026-08-29,Aisle 05,chilled
Authentic Mint Lime Cream Cheese Value Pack,Ganga Springs,DAIR-001066,890100787118,Dairy & Eggs,127,box,459.35,836.95,2026-09-16,Aisle 03,chilled
Select Masala Potato Chips 1.5L,Heritage Springs,SNAC-001067,890100787119,Snacks & Confectionery,248,bag,304.94,421.37,2027-03-22,Aisle 09,ambient
Crisp Ayurvedic Bath Soap 12-Pack,Desi Organics Foods,HOUS-001068,890100787120,Household & Personal Care,167,bottle,62.93,109.28,2027-03-13,Aisle 11,ambient
Authentic Vanilla Bean Chamomile Herbal Tea 24-Pack,Desi Organics Botanicals,BEVE-001069,890100787121,Beverages,212,bottle,52.63,81.58,2027-08-26,Aisle 05,chilled
Pure Kachi Ghani Mustard Kaju Katli Sweet Box Snack Pack,Organic Tattva Springs,SNAC-001070,890100787122,Snacks & Confectionery,204,packet,191.75,341.83,2027-01-28,Aisle 09,ambient
Premium Makhana Crunch Bhujia Sev 500g,Saffola Naturals,SNAC-001071,890100787123,Snacks & Confectionery,31,pack,340.58,521.47,2027-02-22,Aisle 09,ambient
Traditional Vanilla Bean Cold Brew Coffee Value Pack,Urban Roots Dairy,BEVE-001072,890100787124,Beverages,26,bag,154.96,216.22,2027-02-28,Aisle 06,ambient
Handcrafted Royal Basmati Rice 5kg,Desi Organics Farms,PANT-001073,890100787125,Pantry & Dry Goods,25,jar,499.40,690.68,2028-01-04,Aisle 06,ambient
Crisp Kesar Pista Lentils Red Masoor 300g,SunBrite Plantations,PANT-001074,890100787126,Pantry & Dry Goods,25,box,252.29,454.00,2027-08-22,Aisle 06,ambient
Sun-Dried Tulsi Honey Brownie Bites 1.5L,Urban Roots Plantations,BAKE-001075,890100787127,Bakery & Deli,184,pcs,102.81,175.39,2026-08-27,Aisle 04,ambient
Sweet Kachi Ghani Mustard Pears 750g,Desi Organics Goods,FRES-001076,890100787128,Fresh Produce,156,bunch,61.59,91.34,2026-09-11,Aisle 02,chilled
Unpolished Masala Chai French Fries Crispy Snack Pack,Kaveri Harvest,FROZ-001077,890100787129,Frozen Foods,209,bag,157.60,279.04,2027-06-20,Aisle 09,frozen
Free-Range Chatpata Masala Feta Cheese 1kg,Deccan Provisions,DAIR-001078,890100787130,Dairy & Eggs,222,carton,349.79,552.96,2026-09-12,Aisle 02,chilled
Premium Kashmiri Saffron Stainless Steel Scrubber 3pk 2-Pack,Kaveri Dairy,HOUS-001079,890100787131,Household & Personal Care,13,box,369.45,541.74,2028-05-28,Aisle 11,ambient
Gourmet Cinnamon Swirl Buns 100g,Kaveri Foods,BAKE-001080,890100787132,Bakery & Deli,134,pack,147.64,190.56,2026-08-28,Aisle 04,chilled
Cold-Pressed Spicy Peanut Chikki 150g,Saffola Plantations,SNAC-001081,890100787133,Snacks & Confectionery,246,tub,407.76,637.40,2027-06-23,Aisle 09,ambient
Smoked Ciabatta Roll 1L,Heritage Harvest,BAKE-001082,890100787134,Bakery & Deli,88,box,33.56,43.87,2026-09-02,Aisle 04,ambient
Aged Smoked Paprika Greek Yogurt 2L,Pure Vedic Provisions,DAIR-001083,890100787135,Dairy & Eggs,143,carton,278.67,408.16,2026-08-28,Aisle 02,chilled
Cold-Pressed Matcha Green Tea Herbal Hand Wash Neem 500g,Kaveri Goods,HOUS-001084,890100787136,Household & Personal Care,29,box,401.19,540.57,2029-04-23,Aisle 12,ambient
Zero-Sugar Toasted Sesame Lentils Red Masoor 750ml,Catch Botanicals,PANT-001085,890100787137,Pantry & Dry Goods,180,bottle,30.91,42.99,2027-01-07,Aisle 07,ambient
Premium Pav 6-Pack 250ml,FarmGold Springs,BAKE-001086,890100787138,Bakery & Deli,217,box,279.12,369.70,2026-09-10,Aisle 04,ambient
Cured Sweet Tamarind Lavash Crackers 200g,Pure Vedic Agro,BAKE-001087,890100787139,Bakery & Deli,59,pcs,307.88,385.40,2026-09-03,Aisle 04,ambient
Plant-Based Tandoori Smoked Electrolyte Energy Drink 10-Pack,Fortune Goods,BEVE-001088,890100787140,Beverages,203,bag,359.30,465.36,2027-06-15,Aisle 05,ambient
Plant-Based Smoked Paprika Iced Lemon Tea 50g,Tata Kitchens,BEVE-001089,890100787141,Beverages,68,pack,179.76,308.46,2027-03-01,Aisle 06,ambient
Cold-Pressed Smoked Chicken Slices 2-Pack,Ganga Goods,BAKE-001090,890100787142,Bakery & Deli,35,pcs,214.47,328.88,2026-08-31,Aisle 03,chilled
Sun-Dried Herbal Hand Wash Neem 10kg,Patanjali Kitchens,HOUS-001091,890100787143,Household & Personal Care,105,packet,455.77,663.13,2029-03-05,Aisle 11,ambient
Extra-Virgin Garlic Naan Frozen 4pk 12-Pack,Heritage Co.,FROZ-001092,890100787144,Frozen Foods,41,box,336.08,436.76,2027-06-26,Aisle 08,frozen
Valley Fresh Soan Papdi Box 100g,Everest Provisions,SNAC-001093,890100787145,Snacks & Confectionery,199,pack,401.81,716.63,2026-11-26,Aisle 10,ambient
Farm-Fresh Cinnamon Spice Cow Milk 4-Pack,Heritage Farms,DAIR-001094,890100787146,Dairy & Eggs,190,carton,234.19,420.68,2026-09-23,Aisle 02,chilled
Premium Roasted Salted Cashews 8-Pack,Deccan Springs,SNAC-001095,890100787147,Snacks & Confectionery,59,packet,153.25,280.00,2026-08-16,Aisle 10,ambient
Farm-Fresh Nagpur Orange Mutton Chops 5kg,Nature Harvest Harvest,MEAT-001096,890100787148,Meat & Seafood,97,pack,821.63,1255.50,2026-08-30,Aisle 05,chilled
Desi Wood-Fired Veggie Pizza 750ml,Catch Provisions,FROZ-001097,890100787149,Frozen Foods,135,packet,198.43,353.61,2026-11-02,Aisle 08,frozen
Aged Ricotta Fresh 2L,Deccan Organics,DAIR-001098,890100787150,Dairy & Eggs,78,pack,384.51,594.08,2026-09-02,Aisle 02,chilled
Heritage Mint Lime Pav 6-Pack 750g,Ganga Botanicals,BAKE-001099,890100787151,Bakery & Deli,38,pack,150.07,216.95,2026-09-10,Aisle 04,ambient
Low-Sodium Smoked Paprika Garlic Naan Frozen 4pk 100g,Dabur Organics,FROZ-001100,890100787152,Frozen Foods,244,box,113.84,198.87,2027-01-30,Aisle 08,frozen
Farm-Fresh Masala Potato Chips 2L,SunBrite Co.,SNAC-001101,890100787153,Snacks & Confectionery,15,pack,310.20,450.27,2027-05-24,Aisle 10,ambient
Country Style Kaju Katli Sweet Box 4-Pack,Fortune Mills,SNAC-001102,890100787154,Snacks & Confectionery,209,pack,241.72,415.34,2026-12-09,Aisle 09,ambient
Select Toor Dal Premium 200ml,Amul Plantations,PANT-001103,890100787155,Pantry & Dry Goods,155,bottle,78.66,105.78,2027-04-29,Aisle 06,ambient
Spiced Lavash Crackers 5L,Bhoomi Goods,BAKE-001104,890100787156,Bakery & Deli,89,pcs,113.52,148.76,2026-08-29,Aisle 04,chilled
Natural Bamboo Toothbrush 2pk 200g,Organic Tattva Provisions,HOUS-001105,890100787157,Household & Personal Care,200,packet,495.42,720.38,2028-03-18,Aisle 12,ambient
Traditional Tulsi Honey Garlic Naan Frozen 4pk 2-Pack,Organic Tattva Naturals,FROZ-001106,890100787158,Frozen Foods,246,packet,408.72,664.80,2027-03-03,Aisle 09,frozen
Premium Raw Wildflower Honey 500g,Amul Farms,PANT-001107,890100787159,Pantry & Dry Goods,136,bag,158.03,211.30,2027-11-03,Aisle 07,ambient
Stone-Ground Garlic Naan Frozen 4pk 2kg,Organic Tattva Foods,FROZ-001108,890100787160,Frozen Foods,236,tub,405.84,532.59,2027-01-19,Aisle 08,frozen
Low-Sodium Coconut Cream Banana Chips Kerala Style 750ml,Urban Roots Kitchens,SNAC-001109,890100787161,Snacks & Confectionery,95,packet,186.78,329.10,2026-08-27,Aisle 10,ambient
Organic Sweet Tamarind Gourmet Cookies Choco-Chip 6-Pack,Desi Organics Goods,SNAC-001110,890100787162,Snacks & Confectionery,105,bar,328.77,580.80,2027-02-12,Aisle 09,ambient
Farm-Fresh Tandoori Smoked Ginger Kombucha 150g,Bhoomi Dairy,BEVE-001111,890100787163,Beverages,231,pack,446.53,778.19,2027-04-20,Aisle 05,chilled
Pure Basa Fish Fillets 100g,Nature Harvest Co.,MEAT-001112,890100787164,Meat & Seafood,97,pcs,597.74,818.27,2026-08-29,Aisle 05,chilled
Homestyle Matcha Green Tea Ricotta Fresh 750g,Patanjali Botanicals,DAIR-001113,890100787165,Dairy & Eggs,70,carton,361.34,581.24,2026-09-22,Aisle 02,chilled
Plant-Based Kashmiri Saffron Coconut Milk Canned 250g,Tata Provisions,PANT-001114,890100787166,Pantry & Dry Goods,183,bag,636.37,1074.96,2027-11-13,Aisle 06,ambient
Low-Sodium Alphonso Mango Hash Browns 6pk 50g,Himalayan Botanicals,FROZ-001115,890100787167,Frozen Foods,178,box,362.07,551.38,2026-08-29,Aisle 08,frozen
Sweet Masala Chai Amla Juice Pure 750ml,Fortune Botanicals,BEVE-001116,890100787168,Beverages,171,bag,104.37,176.60,2027-05-30,Aisle 06,chilled
Traditional Unsalted White Butter Value Pack,Desi Organics Naturals,DAIR-001117,890100787169,Dairy & Eggs,124,packet,133.52,196.62,2026-09-08,Aisle 03,chilled
Farm-Fresh Caramelized Onion Soy Milk Protein 200ml,Desi Organics Provisions,DAIR-001118,890100787170,Dairy & Eggs,214,carton,519.09,747.15,2026-09-02,Aisle 03,chilled
Sun-Dried Atlantic Salmon Fillet 50g,Amul Plantations,MEAT-001119,890100787171,Meat & Seafood,61,pcs,309.46,426.68,2026-09-03,Aisle 04,chilled
Roasted Frozen Green Peas 1kg,Green Earth Milling,FROZ-001120,890100787172,Frozen Foods,52,packet,227.92,340.77,2026-08-18,Aisle 09,frozen
Free-Range Masala Chai Bamboo Toothbrush 2pk 5kg,Heritage Co.,HOUS-001121,890100787173,Household & Personal Care,166,packet,269.49,460.88,2029-01-23,Aisle 11,ambient
Unpolished Kitchen Paper Towels 4-Roll 350g,Fortune Plantations,HOUS-001122,890100787174,Household & Personal Care,41,bottle,48.42,72.62,2027-03-05,Aisle 12,ambient
Signature Frozen Paneer Cubes 500g,Heritage Springs,FROZ-001123,890100787175,Frozen Foods,45,tub,66.36,96.54,2027-02-07,Aisle 08,frozen
Plant-Based Caramelized Onion Bath Tissue 6-Pack 5L,Saffola Mills,HOUS-001124,890100787176,Household & Personal Care,161,packet,291.39,421.63,2027-03-18,Aisle 11,ambient
Country Style Bagel Plain 4pk 500g,Everest Foods,BAKE-001125,890100787177,Bakery & Deli,74,pack,35.89,64.31,2026-08-28,Aisle 03,chilled
Authentic Organic Brown Sugar 250ml,Mother Dairy Farms,PANT-001126,890100787178,Pantry & Dry Goods,105,jar,534.69,971.03,2027-04-06,Aisle 08,ambient
Pure Nagpur Orange Feta Cheese 4-Pack,Catch Botanicals,DAIR-001127,890100787179,Dairy & Eggs,205,tub,113.36,202.81,2026-08-27,Aisle 02,chilled
Free-Range Roasted Makhana Foxnuts 10-Pack,Heritage Goods,SNAC-001128,890100787180,Snacks & Confectionery,183,box,82.87,140.12,2026-10-23,Aisle 10,ambient
Pure Moong Dal Washed 1L,Saffola Kitchens,PANT-001129,890100787181,Pantry & Dry Goods,186,bottle,143.09,199.22,2027-05-18,Aisle 06,ambient
Cold-Pressed Ginger Kombucha 10kg,Urban Roots Naturals,BEVE-001130,890100787182,Beverages,214,bag,133.80,238.72,2027-07-05,Aisle 06,chilled
Valley Fresh Golden Ginger Greek Yogurt 500ml,Desi Organics Organics,DAIR-001131,890100787183,Dairy & Eggs,177,tub,228.26,354.53,2026-09-26,Aisle 03,chilled
Spiced Kashmiri Saffron Surface Floor Cleaner Rose 4-Pack,Patanjali Co.,HOUS-001132,890100787184,Household & Personal Care,75,packet,530.75,743.92,2028-03-27,Aisle 11,ambient
Grass-Fed Ajwain & Jeera Carrots 500ml,Pure Vedic Provisions,FRES-001133,890100787185,Fresh Produce,93,pack,143.38,212.47,2026-09-04,Aisle 02,ambient
Valley Fresh Red Onions 10-Pack,Everest Foods,FRES-001134,890100787186,Fresh Produce,7,pcs,131.88,209.64,2026-09-05,Aisle 01,chilled
Authentic Smoked Paprika Hash Browns 6pk 500ml,Green Earth Plantations,FROZ-001135,890100787187,Frozen Foods,99,pack,158.23,262.88,2027-07-03,Aisle 09,frozen
Valley Fresh Truffle Infused Gulab Jamun Tin 500ml,Deccan Dairy,SNAC-001136,890100787188,Snacks & Confectionery,204,tub,280.49,484.30,2026-08-29,Aisle 10,ambient
Pure Gourmet Cookies Choco-Chip 1L,Tata Foods,SNAC-001137,890100787189,Snacks & Confectionery,160,box,91.30,148.36,2026-11-11,Aisle 09,ambient
Homestyle Apples 200ml,Himalayan Plantations,FRES-001138,890100787190,Fresh Produce,145,bunch,88.83,114.52,2026-09-04,Aisle 01,chilled
Stone-Ground Herbal Hand Wash Neem 2L,Dabur Farms,HOUS-001139,890100787191,Household & Personal Care,191,bottle,39.34,53.00,2026-08-22,Aisle 12,ambient
Gluten-Free Garlic & Herb Fresh Rohu Fish 350g,Desi Organics Goods,MEAT-001140,890100787192,Meat & Seafood,75,pack,747.75,993.12,2026-09-01,Aisle 04,chilled
Gourmet Pure Jaggery Powder (Gud) 200g,Urban Roots Botanicals,PANT-001141,890100787193,Pantry & Dry Goods,23,packet,612.19,881.88,2027-07-21,Aisle 06,ambient
Raw Shampoo Anti-Dandruff 750ml,Bhoomi Botanicals,HOUS-001142,890100787194,Household & Personal Care,51,bottle,548.93,831.43,2026-08-15,Aisle 12,ambient
Sweet Mint Lime Rawa Sooji 200g,Amul Naturals,PANT-001143,890100787195,Pantry & Dry Goods,21,box,567.12,950.82,2028-08-15,Aisle 07,ambient
Gluten-Free Herbal Hand Wash Neem 1L,Dabur Mills,HOUS-001144,890100787196,Household & Personal Care,53,bottle,115.80,173.96,2027-08-05,Aisle 11,ambient
Sun-Dried Makhana Crunch Iced Lemon Tea 10kg,Pashmina Goods,BEVE-001145,890100787197,Beverages,141,can,174.83,286.89,2026-11-14,Aisle 05,chilled
Country Style Chicken Frankfurters 5kg,FarmGold Organics,BAKE-001146,890100787198,Bakery & Deli,212,pack,60.19,87.49,2026-08-20,Aisle 04,chilled
Golden Stainless Steel Scrubber 3pk 10-Pack,Heritage Milling,HOUS-001147,890100787199,Household & Personal Care,47,pack,48.33,82.86,2027-03-21,Aisle 11,ambient
Heritage Floor Disinfectant Pine 400g,Amul Agro,HOUS-001148,890100787200,Household & Personal Care,107,box,584.66,898.94,2027-10-27,Aisle 12,ambient
Desi Tandoori Smoked Veg Spring Rolls Snack Pack,Satvik Springs,FROZ-001149,890100787201,Frozen Foods,12,tub,225.85,305.29,2026-10-27,Aisle 09,frozen
Sun-Dried Biodegradable Garbage Bags 330ml,Vedic Fresh Co.,HOUS-001150,890100787202,Household & Personal Care,74,tube,473.39,655.96,2028-08-31,Aisle 12,ambient
Low-Sodium Kesar Pista Biodegradable Garbage Bags 4-Pack,Saffola Goods,HOUS-001151,890100787203,Household & Personal Care,16,packet,434.69,740.34,2028-03-25,Aisle 12,ambient
Golden Chatpata Masala Chaash / Buttermilk 150g,Fortune Milling,DAIR-001152,890100787204,Dairy & Eggs,39,carton,446.02,772.58,2026-09-21,Aisle 02,chilled
Spiced Strawberries 750ml,Bhoomi Plantations,FRES-001153,890100787205,Fresh Produce,250,bunch,75.92,132.60,2026-09-03,Aisle 01,ambient
Extra-Virgin Kesar Pista Ricotta Fresh Value Pack,Nilgiri Organics,DAIR-001154,890100787206,Dairy & Eggs,192,pack,388.01,677.91,2026-09-22,Aisle 03,chilled
Homestyle Wood-Fired Veggie Pizza 400g,Dabur Plantations,FROZ-001155,890100787207,Frozen Foods,229,pack,83.22,127.66,2027-02-01,Aisle 09,frozen
Gluten-Free Double Toned Milk 12-Pack,Tata Harvest,DAIR-001156,890100787208,Dairy & Eggs,67,carton,292.60,387.41,2026-09-25,Aisle 03,chilled
Handcrafted Bamboo Toothbrush 2pk Snack Pack,Royal Indian Botanicals,HOUS-001157,890100787209,Household & Personal Care,170,pack,431.37,788.09,2028-09-22,Aisle 12,ambient
Authentic Ajwain & Jeera Sweet Corn Kernels 1kg,Deccan Foods,FROZ-001158,890100787210,Frozen Foods,237,bag,269.68,415.52,2027-02-13,Aisle 09,frozen
Plant-Based Buffalo Milk 2kg,SunBrite Co.,DAIR-001159,890100787211,Dairy & Eggs,221,packet,121.60,155.29,2026-09-04,Aisle 02,chilled
Roasted Sparkling Mineral Water 4-Pack,Pashmina Co.,BEVE-001160,890100787212,Beverages,250,bottle,149.78,189.02,2027-06-30,Aisle 06,ambient
Raw Carrots 500ml,Amul Harvest,FRES-001161,890100787213,Fresh Produce,18,kg,63.17,101.99,2026-09-15,Aisle 01,chilled
Select Sourdough Loaf 150g,Fortune Springs,BAKE-001162,890100787214,Bakery & Deli,232,pcs,104.17,164.12,2026-09-10,Aisle 03,chilled
Authentic Kulcha 4-Pack 50g,Urban Roots Plantations,BAKE-001163,890100787215,Bakery & Deli,103,box,152.40,245.37,2026-08-31,Aisle 04,chilled
Gourmet Jalapeno Lime Moong Dal Namkeen 2L,Catch Naturals,SNAC-001164,890100787216,Snacks & Confectionery,12,bag,166.16,304.63,2027-02-17,Aisle 09,ambient
Aged Brownie Bites 4-Pack,Green Earth Provisions,BAKE-001165,890100787217,Bakery & Deli,248,pcs,29.39,44.31,2026-09-01,Aisle 03,ambient
Roasted Stainless Steel Scrubber 3pk 150g,Nature Harvest Naturals,HOUS-001166,890100787218,Household & Personal Care,13,tube,472.13,731.01,2026-08-15,Aisle 12,ambient
Traditional Coconut Cream Raw Wildflower Honey 200g,Urban Roots Provisions,PANT-001167,890100787219,Pantry & Dry Goods,185,can,557.46,933.42,2027-10-25,Aisle 08,ambient
Wildcrafted Ciabatta Roll 8-Pack,Bhoomi Harvest,BAKE-001168,890100787220,Bakery & Deli,15,box,104.32,146.00,2026-08-28,Aisle 03,ambient
Natural Truffle Infused Chicken Keema 500ml,Green Earth Mills,MEAT-001169,890100787221,Meat & Seafood,237,kg,161.60,281.82,2026-09-02,Aisle 04,chilled
Cold-Pressed Gouda Block 750ml,Catch Botanicals,DAIR-001170,890100787222,Dairy & Eggs,149,pack,283.19,455.64,2026-09-21,Aisle 03,chilled
Cured Coconut Cream Cashew Paste Curry Base 2L,Ganga Provisions,PANT-001171,890100787223,Pantry & Dry Goods,15,bottle,121.58,178.09,2027-10-07,Aisle 07,ambient
Gourmet Pista Almond Tonic Water Premium 10kg,Green Earth Provisions,BEVE-001172,890100787224,Beverages,104,bottle,446.42,673.26,2026-10-23,Aisle 06,ambient
Valley Fresh Chatpata Masala Organic Brown Sugar 1L,Nature Harvest Mills,PANT-001173,890100787225,Pantry & Dry Goods,146,packet,145.72,188.90,2026-11-26,Aisle 07,ambient
Gourmet Bamboo Toothbrush 2pk 8-Pack,FarmGold Harvest,HOUS-001174,890100787226,Household & Personal Care,27,tube,470.78,839.72,2028-03-02,Aisle 11,ambient
Free-Range Butter Croissants 5L,Fortune Farms,BAKE-001175,890100787227,Bakery & Deli,113,pack,155.31,214.76,2026-09-08,Aisle 04,ambient
Grass-Fed Surface Floor Cleaner Rose 500g,Fortune Plantations,HOUS-001176,890100787228,Household & Personal Care,244,tube,168.37,258.02,2029-02-22,Aisle 11,ambient
Smoked Veg Burger Patties 200ml,Pure Vedic Foods,FROZ-001177,890100787229,Frozen Foods,199,bag,415.70,719.89,2027-02-04,Aisle 09,frozen
Handcrafted Vanilla Bean Pav 6-Pack 100g,Green Earth Dairy,BAKE-001178,890100787230,Bakery & Deli,101,box,169.10,263.30,2026-09-08,Aisle 03,ambient
